xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
/html/body/document/type/sequence/filename/description/text/p[937],"Section 4.17(a) of the Company Disclosure Schedule sets forth a correct and complete list of all material Owned Real Property and material Leased Real Property, together with the correct street address of each parcel of material Owned Real Property and material Leased Real Property.",1520,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[939],(b),1521,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[939],"Except as would not, individually or in the aggregate, reasonably be expected to be material to the business of the Company and its Subsidiaries, with respect to the Owned Real Property, (i) the Company or one or more of its Subsidiaries, as applicable, has good and marketable title to such property, free and clear of any Encumbrance (other than any Permitted Encumbrances) and (ii) there are no outstanding options or rights of first refusal to purchase such property, or any portion thereof or interest therein.",1522,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[941],(c),1523,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[941],"Except as would not, individually or in the aggregate, reasonably be expected to result in a Material Adverse Effect, with respect to the Leased Real Property, (i) the lease or sublease for such property is valid, legally binding, enforceable and in full force and effect in accordance with its terms, (ii) there is no breach or violation of, or default under, any such leases or subleases by the Company or any of its Subsidiaries or, to the Knowledge of the Company, any other party thereto, and, to the Knowledge of the Company, no event has occurred that with or without notice, lapse of time or both, would constitute or result in a breach or violation of, or default under, any such leases or subleases by the Company or any of its Subsidiaries or any other party thereto or would permit or cause the termination, non-renewal or modification thereof or acceleration or creation of any right or obligation thereunder, and (iii) there are no written or oral subleases, concessions, licenses, occupancy agreements or other Contracts or arrangements granting to any Person other than the Company or its Subsidiaries the right to use or occupy any such property.",1524,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/div[105]/p/font,-,1525,/html/body/document/type/sequence/filename/description/text/div[105]/p/font,-,n,182,"[0.603136047439845, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,285.0,0.603136047439845,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.603136047439845,3.0,b_n
/html/body/document/type/sequence/filename/description/text/div[105]/p/font,48,1526,/html/body/document/type/sequence/filename/description/text/div[105]/p/font,48,n,182,"[0.603136047439845, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,286.0,0.603136047439845,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.603136047439845,3.0,i_n
/html/body/document/type/sequence/filename/description/text/div[105]/p/font,-,1527,/html/body/document/type/sequence/filename/description/text/div[105]/p/font,-,n,182,"[0.603136047439845, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,287.0,0.603136047439845,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.603136047439845,3.0,e_n
/html/body/document/type/sequence/filename/description/text/p[945],(d),1528,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[945],"Except as would not, individually or in the aggregate, reasonably be expected to be material to the business of the Company and its Subsidiaries, the Real Property: (i) has been maintained in accordance with normal industry practice, (ii) is in good operating condition and repair, except for ordinary wear and tear, in all material respects, and (iii) is reasonably suitable in all material respects for the purposes for which it is currently used by the Company and its Subsidiaries.",1529,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[947],(e),1530,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[947],"As of the date hereof, neither the Company nor any of its Subsidiaries has received any written notice of any pending or threatened condemnation of any Owned Real Property or any material Leased Real Property by any Governmental Entity, nor, to the Knowledge of the Company, are there any public improvements or re-zoning measures proposed or in progress that would result in special assessments against or otherwise adversely affect the Owned Real Property or any of the material Leased Real Property, in each case, that would reasonably be expected to materially interfere with the business or operations of the Company and its Subsidiaries as currently conducted.",1531,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[949],Section 4.18.,1532,/html/body/document/type/sequence/filename/description/text/p[949],Section 4.18.,ssn,183,"[0.6072414186338237, 0.07222222222222222, 0.048594861111111116, 0.00034211426616489907]",1.0,288.0,0.6072414186338237,0.07222222222222222,0.048594861111111116,0.00034211426616489907,0.6072414186338237,1.0,s_ssn
/html/body/document/type/sequence/filename/description/text/p[949]/u,Intellectual Property; Data Privacy,1533,/html/body/document/type/sequence/filename/description/text/p[949]/u,Intellectual Property; Data Privacy,sst,184,"[0.6072414186338237, 0.13470625, 0.1304958333333333, 0.00034211426616489907]",2.0,289.0,0.6072414186338237,0.13470625,0.1304958333333333,0.00034211426616489907,0.6072414186338237,1.0,s_sst
/html/body/document/type/sequence/filename/description/text/p[949],.,1534,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[951],(a),1535,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[951],"Section 4.18(a) of the Company Disclosure Schedule sets forth, as of the date hereof, a complete and accurate list of all material Company Registered IP, indicating for each item, as applicable, the record owner(s), the registration or application number, the registration or application date, and the applicable filing jurisdiction. Except as would not be material, individually or in the aggregate, to the business of the Company and its Subsidiaries, all Company Registered IP (i) that is issued, registered or granted, is unexpired, subsisting, and, to the Knowledge of the Company, valid and enforceable, and (ii) to the Knowledge of the Company is not subject to any outstanding Order adversely affecting the validity or enforceability of, or the Company’s or its Subsidiaries’ ownership or use of, or rights in or to, any such Intellectual Property Rights.",1536,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[953],(b),1537,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[953],"Except as would not, individually or in the aggregate, reasonably be expected to be material to the business of the Company and its Subsidiaries, the Company and its Subsidiaries own, or have sufficient and valid rights to use, all Intellectual Property Rights used in or necessary for the conduct of their respective businesses as currently conducted and as currently planned to be conducted by the Company, all of which rights shall survive the consummation of the transactions contemplated by this Agreement without modification, cancellation, termination, suspension of, or acceleration of any right, obligation or payment with respect to any such Intellectual Property Rights.",1538,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[955],(c),1539,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[955],"Except as would not, individually or in the aggregate, reasonably be expected to be material to the business of the Company and its Subsidiaries, the Company and its Subsidiaries exclusively own all Company Intellectual Property, free and clear of all Encumbrances (other than Permitted Encumbrances).",1540,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/div[107]/p/font,-,1541,/html/body/document/type/sequence/filename/description/text/div[107]/p/font,-,n,185,"[0.6125555935682518, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,290.0,0.6125555935682518,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.6125555935682518,3.0,b_n
/html/body/document/type/sequence/filename/description/text/div[107]/p/font,49,1542,/html/body/document/type/sequence/filename/description/text/div[107]/p/font,49,n,185,"[0.6125555935682518, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,291.0,0.6125555935682518,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.6125555935682518,3.0,i_n
/html/body/document/type/sequence/filename/description/text/div[107]/p/font,-,1543,/html/body/document/type/sequence/filename/description/text/div[107]/p/font,-,n,185,"[0.6125555935682518, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,292.0,0.6125555935682518,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.6125555935682518,3.0,e_n
/html/body/document/type/sequence/filename/description/text/p[959],(d),1544,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[959],"Except as would not, individually or in the aggregate, reasonably be expected to result in material liability to the Company and its Subsidiaries, taken as a whole, the conduct of the respective businesses of the Company and its Subsidiaries (i) does not infringe, misappropriate or otherwise violate, and since the Applicable Date, has not infringed, misappropriated or otherwise violated, any Intellectual Property Rights of any Person; and (ii) there has been no Proceeding pending or threatened against the Company or any of its Subsidiaries regarding any of the foregoing.",1545,,,,,,,,,,,,,,o
